query_id,relevance_docid,score,confidence
67316,2268657,2,88
67316,6764669,2,88
67316,7630885,2,88
67316,7112302,2,87
67316,7323071,2,81.7
67316,6764671,2,81.2
67316,4922572,1,84
67316,3063530,1,76
67316,6190970,1,75
67316,4245166,1,75
67316,6190971,1,75
67316,3679350,1,73.8
67316,5634750,1,73.3
67316,8333879,1,72.5
67316,4163707,1,72
67316,6509337,1,72
67316,6764673,1,71.2
67316,5695908,1,71
67316,6764668,1,71
67316,1408563,1,70
67316,6179111,1,70
67316,7993389,1,70
67316,1862954,1,68
67316,7513151,1,68
67316,6764675,1,67.5
67316,1974375,1,67
67316,450309,1,67
67316,6290078,1,67
67316,866739,1,67
67316,7688987,1,66
67316,8423873,1,66
67316,1320687,1,65
67316,3272839,1,65
67316,6905739,1,65
67316,5029981,1,64
67316,2169133,1,64
67316,3694448,1,64
67316,6683215,1,64
67316,3810716,1,63.8
67316,3810717,1,63.3
67316,6116679,1,63.3
67316,7111673,1,63.3
67316,5644606,1,63
67316,6764674,1,62.5
67316,8285749,1,62.5
67316,8322645,1,62.5
67316,8431637,1,62.5
67316,4085262,1,61
67316,2426305,1,60
67316,4252546,1,60
67316,6179106,1,60
67316,6290074,1,60
67316,8003840,1,60
67316,8431634,1,60
67316,964173,1,60
67316,8806125,1,59
67316,1913,1,57
67316,4766330,1,56.7
67316,1114355,1,54
67316,40048,1,53.3
67316,481471,1,52
67316,4163705,1,50
67316,8291314,1,50
67316,2365997,1,48.3
67316,8431632,1,30
67316,7786606,1,20
67316,3519736,1,16
67316,973226,1,
67316,8498096,0,94.8
67316,2273934,0,93.8
67316,5640235,0,93.8
67316,1974374,0,93.3
67316,2365990,0,93.3
67316,6764676,0,93
67316,7330184,0,92.8
67316,6290080,0,92.5
67316,8285748,0,92.5
67316,8773687,0,92.5
67316,6698946,0,92
67316,2173083,0,91.7
67316,6221796,0,91.7
67316,7563006,0,91.2
67316,1134520,0,90
67316,308681,0,90
67316,4915520,0,90
67316,5181839,0,90
67316,6148105,0,90
67316,6905735,0,90
67316,4180169,0,89
67316,5181841,0,88
67316,3679358,0,87.5
67316,8534315,0,87.5
67316,1325092,0,86.2
67316,3810719,0,76.7
67316,8261797,0,
169208,4859433,3,100
169208,4580133,3,95
169208,2888367,2,94
169208,4762135,2,93.8
169208,4580131,2,93.3
169208,4202278,2,93
169208,4859438,2,93
169208,4762140,2,93
169208,1395413,2,92.5
169208,4859437,2,92.5
169208,85987,2,92
169208,1395417,2,92
169208,8479644,2,92
169208,4580132,2,91.7
169208,4859432,2,91.2
169208,8383467,2,91.2
169208,85993,2,91.2
169208,85985,2,91
169208,85989,2,91
169208,4762134,2,90
169208,7251639,2,90
169208,3715860,2,89
169208,4202275,2,89
169208,6808748,2,89
169208,2178936,2,88
169208,721607,2,88
169208,721610,2,88
169208,1395418,2,87
169208,4762137,2,87
169208,5618969,2,87
169208,6435804,2,81.7
169208,8303019,2,80
169208,2594160,1,75
169208,6495531,1,70
169208,2966461,1,66.7
169208,4354838,1,61.7
169208,7251632,1,56.7
169208,7192969,1,56.7
169208,6808744,1,51.2
169208,4762142,1,48.8
169208,5336241,0,100
169208,6744353,0,98
169208,307002,0,97
169208,6824000,0,97
169208,460578,0,96.3
169208,6947096,0,96.3
169208,3815796,0,96.2
169208,4580137,0,95
169208,5839768,0,95
169208,6029383,0,95
169208,6643675,0,95
169208,5336242,0,94.8
169208,5940730,0,94.8
169208,6145945,0,94.8
169208,886182,0,94.8
169208,1496943,0,94.6
169208,2294759,0,94
169208,4389969,0,94
169208,6171142,0,93.8
169208,6568550,0,93.8
169208,2975902,0,93.3
169208,426965,0,93.3
169208,426969,0,93.3
169208,5818051,0,93.3
169208,6171146,0,93.3
169208,1020242,0,93
169208,2220780,0,93
169208,307001,0,93
169208,3815795,0,93
169208,5143517,0,93
169208,6819404,0,93
169208,1020235,0,92.5
169208,2634548,0,92.5
169208,5839767,0,92.5
169208,3983295,0,92.2
169208,5143514,0,92
169208,3344084,0,91.7
169208,7461961,0,91.7
169208,2888366,0,91.2
169208,5818047,0,91.2
169208,1479804,0,91
169208,5507046,0,91
169208,6028156,0,91
169208,6252711,0,91
169208,8416228,0,91
169208,5748802,0,90
169208,3453848,0,88.3
169208,2594161,0,88
169208,1628101,0,88
169208,5748805,0,86.7
169208,2408681,0,85
169208,426968,0,78
169208,1480206,0,75
169208,8824703,0,75
169208,5839776,0,72.2
169208,3258961,0,37
169208,8824698,0,35
169208,5252895,0,30
169208,7566695,0,26
169208,4180364,0,2
938400,2958107,2,95
938400,4956057,2,95
938400,3353758,2,95
938400,6499450,2,95
938400,3088748,2,94
938400,3353762,2,94
938400,2532049,2,93
938400,3088747,2,93
938400,3914686,2,93
938400,2962212,2,92
938400,2071046,2,92
938400,47281,2,92
938400,7970190,2,92
938400,4207807,2,90
938400,3353757,2,90
938400,790224,2,88
938400,3820289,1,80
938400,7239122,1,77.5
938400,5061328,1,76.7
938400,294552,1,76.2
938400,7239121,1,70
938400,1869047,1,67.5
938400,3088752,1,67.5
938400,5833739,1,65
938400,7239123,1,65
938400,790219,1,65
938400,790225,1,62.5
938400,2962207,1,61.2
938400,7004412,1,60
938400,2962210,1,53.8
938400,8775001,1,50
938400,47283,1,45
938400,47290,1,35
938400,3196383,1,13.3
938400,5154744,0,98
938400,7239128,0,97.2
938400,4629343,0,97
938400,2532051,0,96.7
938400,5351415,0,96.7
938400,3659760,0,96.4
938400,425476,0,96
938400,2367686,0,95.8
938400,4629346,0,95.8
938400,1983233,0,95.6
938400,2709062,0,95.6
938400,6499448,0,95
938400,2969902,0,94.8
938400,3074064,0,94.8
938400,3240932,0,94.8
938400,7029656,0,94.5
938400,3911073,0,94
938400,8678067,0,94
938400,2870510,0,93.8
938400,3196382,0,93.8
938400,47286,0,93.8
938400,6769076,0,93.8
938400,7840321,0,93.8
938400,881068,0,93.5
938400,1571994,0,93.3
938400,1266524,0,93
938400,2272355,0,93
938400,2495397,0,93
938400,2421817,0,92.8
938400,6246564,0,92.7
938400,7313619,0,92.5
938400,2962204,0,92.5
938400,8678070,0,92.5
938400,2009153,0,91.7
938400,2709067,0,91.7
938400,6246560,0,91.7
938400,3166729,0,91
938400,3088751,0,90
938400,492658,0,90
938400,6246558,0,89
938400,3088750,0,86.7
938400,5933470,0,78.4
938400,4350268,0,77
938400,2208294,0,76.2
938400,4264424,0,75
938400,5154749,0,75
938400,2371820,0,74
938400,4086689,0,73
938400,7861140,0,72.2
938400,3424110,0,72
938400,7219041,0,55.6
938400,5154745,0,55
938400,6246561,0,45
938400,3342793,0,38.8
938400,3088755,0,37
938400,5336101,0,35
938400,2431595,0,33.3
938400,3088754,0,30
938400,5833738,0,30
938400,8767317,0,19
938400,8822547,0,19
938400,98010,0,19
938400,2009151,0,17
938400,4607590,0,0
938400,6246557,0,0
938400,7861138,0,0
1108651,1457501,2,92
1108651,8289561,2,92
1108651,3102792,2,91.2
1108651,8175408,2,91
1108651,4911228,2,91
1108651,8175412,2,90
1108651,6348741,2,90
1108651,8175407,2,90
1108651,8175415,2,90
1108651,6058576,2,89
1108651,4304301,2,89
1108651,3102791,2,86
1108651,6410066,1,73
1108651,6410065,1,71
1108651,488271,1,70
1108651,6410061,1,68
1108651,2475817,1,63
1108651,3641700,1,63
1108651,1325612,1,62
1108651,7904315,1,62
1108651,8157105,1,62
1108651,6782211,1,61.2
1108651,2512383,1,61
1108651,1325610,1,58
1108651,6410060,1,58
1108651,8576877,1,57.5
1108651,6410062,1,56
1108651,1621557,1,54
1108651,815597,1,50
1108651,1218618,1,50
1108651,6517914,1,50
1108651,8202831,1,50
1108651,1457798,1,48.8
1108651,6985085,1,46.7
1108651,1482137,1,46
1108651,7754981,1,42
1108651,3013746,1,30
1108651,4125386,1,20
1108651,3803874,0,99
1108651,5027435,0,98.8
1108651,7321337,0,97.2
1108651,4613064,0,97
1108651,7729777,0,97
1108651,8006613,0,96.8
1108651,140502,0,96.6
1108651,3226775,0,96.6
1108651,140506,0,96
1108651,8538781,0,96
1108651,3459013,0,95.6
1108651,3851277,0,95
1108651,5877822,0,95
1108651,7910457,0,95
1108651,3253130,0,94.8
1108651,4946657,0,94.8
1108651,5621494,0,94.8
1108651,5997928,0,94.8
1108651,6620938,0,94.8
1108651,8254975,0,94.8
1108651,1371583,0,94
1108651,2881395,0,94
1108651,4336299,0,94
1108651,1400781,0,93.8
1108651,5798501,0,93.8
1108651,8266789,0,93.8
1108651,893423,0,93.8
1108651,2065792,0,93.3
1108651,5397297,0,93.3
1108651,5715055,0,93.3
1108651,2745685,0,93
1108651,3136702,0,93
1108651,3960291,0,93
1108651,8205807,0,93
1108651,6965,0,92.5
1108651,6985088,0,92.5
1108651,7038690,0,92.5
1108651,1773494,0,92
1108651,8512412,0,92
1108651,193384,0,91.7
1108651,5141688,0,91.7
1108651,6486048,0,91.2
1108651,7563462,0,91.2
1108651,918309,0,91.2
1108651,6663873,0,91
1108651,1971162,0,90
1108651,6623205,0,90
1108651,2164085,0,90
1108651,4617850,0,90
1108651,8189032,0,77.6
1108651,1646383,0,76
1108651,6266417,0,75.8
1108651,2040434,0,73
1108651,3727096,0,45
1108651,3740104,0,31.7
1108651,8764446,0,23.8
1108651,7243391,0,21
1108651,4513249,0,20
1108651,8512413,0,19
1108651,5480469,0,18
1108651,8266790,0,6
1108651,4382120,0,0
1037496,3725934,3,95
1037496,7766583,3,95
1037496,4187304,3,93.8
1037496,3852733,2,95
1037496,2725825,2,94
1037496,4912167,2,94
1037496,4187305,2,94
1037496,4187309,2,94
1037496,4912160,2,93.8
1037496,4760912,2,93.3
1037496,4912163,2,93.3
1037496,2725828,2,93
1037496,4905509,2,93
1037496,3725937,2,92.5
1037496,2902707,2,92
1037496,4760915,2,92
1037496,7287404,2,92
1037496,4760914,2,92
1037496,4174377,2,92
1037496,7766587,2,92
1037496,4905511,2,91.7
1037496,2672141,2,91.2
1037496,3725931,2,91.2
1037496,7766584,2,91
1037496,4174376,2,91
1037496,8196479,2,91
1037496,4760906,2,90
1037496,5927420,2,90
1037496,7766585,2,90
1037496,4174378,2,89
1037496,3725932,2,85
1037496,53465,1,83
1037496,929044,1,78
1037496,3725933,1,71.2
1037496,3725940,1,71.2
1037496,3275556,1,70
1037496,8831603,1,70
1037496,57410,1,69
1037496,197695,1,65
1037496,3725935,1,63.3
1037496,4187303,1,61.2
1037496,3725938,1,60
1037496,4174380,1,59
1037496,2995695,1,50
1037496,3356592,0,97.4
1037496,5937727,0,96
1037496,7346511,0,95.8
1037496,2221971,0,95.6
1037496,880484,0,95.2
1037496,3356595,0,95
1037496,3004783,0,95
1037496,5703441,0,95
1037496,5788004,0,95
1037496,6292809,0,95
1037496,8805888,0,95
1037496,1481537,0,94.8
1037496,1812968,0,94.8
1037496,2222120,0,94.8
1037496,5786130,0,94.8
1037496,6595860,0,94.8
1037496,4150415,0,94.7
1037496,5937726,0,94.6
1037496,8717869,0,94.6
1037496,365859,0,94
1037496,6914894,0,94
1037496,8131680,0,94
1037496,6354370,0,93.8
1037496,7392264,0,93.8
1037496,365861,0,93.6
1037496,4881404,0,93
1037496,7286317,0,92.8
1037496,3725936,0,92.5
1037496,1896330,0,92
1037496,2124626,0,92
1037496,4760910,0,91.7
1037496,2396654,0,91.7
1037496,5033381,0,91.2
1037496,3157574,0,91
1037496,4912166,0,91
1037496,553180,0,90
1037496,7779272,0,90
1037496,519751,0,88.8
1037496,2442404,0,88
1037496,6499341,0,84.8
1037496,1214193,0,82.5
1037496,7407577,0,78.4
1037496,4625262,0,77
1037496,5507719,0,76.8
1037496,3562319,0,76
1037496,7021265,0,74
1037496,6101816,0,66.7
1037496,7948039,0,57
1037496,3562314,0,56.8
1037496,5035625,0,55
1037496,2540328,0,31.7
1037496,2716720,0,22.5
1037496,2646095,0,19
1037496,5540750,0,0
1037496,1297032,0,
1037496,293184,0,
1064670,8680903,2,95
1064670,8680897,2,94.7
1064670,8680901,2,93
1064670,6824288,2,93
1064670,129468,2,92
1064670,402493,2,91.2
1064670,8680905,2,91.2
1064670,736681,2,91
1064670,129459,2,90
1064670,8680902,2,90
1064670,8680906,2,90
1064670,1567821,2,90
1064670,2977156,2,90
1064670,8680904,2,89
1064670,6824287,2,89
1064670,129462,2,88
1064670,6824284,2,88
1064670,2977159,2,87.4
1064670,2977160,2,85
1064670,6062648,1,72
1064670,8734273,1,71
1064670,8337453,1,71
1064670,293152,1,70
1064670,6349303,1,66
1064670,1283724,1,64
1064670,7734392,1,64
1064670,3555914,1,63.3
1064670,3077669,1,61.7
1064670,5159416,1,61.7
1064670,2839843,1,60
1064670,8750942,1,60
1064670,378330,1,57.5
1064670,8748215,1,56.7
1064670,8100020,1,54
1064670,3644827,1,53.3
1064670,5874333,1,52.5
1064670,6878684,1,51
1064670,3807086,1,47
1064670,5536005,1,41.7
1064670,2905418,1,41
1064670,4853438,1,41
1064670,5536002,1,40
1064670,2183899,1,33
1064670,5536007,1,11.2
1064670,7556561,0,99
1064670,236964,0,98.4
1064670,6087393,0,97
1064670,8030722,0,97
1064670,2902747,0,96.6
1064670,110190,0,96
1064670,5536001,0,96
1064670,8030718,0,95.8
1064670,396429,0,95
1064670,976867,0,95
1064670,2310539,0,94.2
1064670,3328187,0,94
1064670,4516312,0,94
1064670,1946392,0,93.8
1064670,4845469,0,93.8
1064670,8719108,0,93.8
1064670,2389809,0,93
1064670,429911,0,92.8
1064670,5618788,0,92.8
1064670,3121310,0,92.5
1064670,55935,0,92.5
1064670,2759741,0,91.7
1064670,3413635,0,91.7
1064670,5089886,0,91.7
1064670,2049057,0,91.2
1064670,3328192,0,90
1064670,6038320,0,90
1064670,816346,0,90
1064670,7012470,0,85
1064670,6062642,0,81.7
1064670,3073057,0,76.8
1064670,5360417,0,76.2
1064670,4660775,0,75.8
1064670,4516313,0,75
1064670,4251134,0,74.5
1064670,6140058,0,70
1064670,2870990,0,68.8
1064670,2087457,0,64.7
1064670,3644829,0,61.7
1064670,6062644,0,57
1064670,7579792,0,56.8
1064670,5036872,0,56
1064670,7522208,0,53
1064670,8496831,0,48.5
1064670,7522204,0,45
1064670,7899522,0,39.2
1064670,860041,0,38
1064670,2279163,0,37.2
1064670,3277975,0,37
1064670,2998832,0,31.7
1064670,8533126,0,23.8
1064670,4035283,0,16.8
1064670,6986294,0,14
1064670,2560358,0,0
1064670,3328188,0,0
1064670,129465,0,
1043135,650641,2,95
1043135,650642,2,95
1043135,8696954,2,95
1043135,4994428,2,94.8
1043135,8696956,2,94
1043135,8696960,2,94
1043135,8696961,2,94
1043135,2443319,2,93
1043135,1845636,2,93
1043135,2664986,2,93
1043135,7022079,2,93
1043135,2664995,2,93
1043135,4355523,2,93
1043135,7137851,2,92
1043135,4541692,2,92
1043135,6781714,2,91.2
1043135,8694703,2,91
1043135,917852,2,91
1043135,1727793,2,90
1043135,5262288,2,90
1043135,8696952,2,90
1043135,8224806,2,90
1043135,8694701,2,90
1043135,3878608,2,89
1043135,2443321,2,88.8
1043135,577276,2,88
1043135,2866084,2,85
1043135,6044059,2,80
1043135,3209006,1,73.3
1043135,2514950,1,71.7
1043135,4875982,1,71.7
1043135,8049995,1,71.2
1043135,8696955,1,68.3
1043135,2955792,1,65
1043135,6781713,1,65
1043135,8694697,1,65
1043135,8632895,1,61
1043135,7770352,1,57.5
1043135,8696958,1,53.8
1043135,8694702,1,46
1043135,7945773,1,36.7
1043135,7945770,1,28
1043135,7770355,1,20
1043135,8632897,1,20
1043135,2996220,1,13.3
1043135,4881713,1,12
1043135,2280337,1,10
1043135,7799671,0,96.6
1043135,650644,0,96.2
1043135,650639,0,96
1043135,3378236,0,95.8
1043135,1845640,0,95
1043135,2514458,0,95
1043135,2514945,0,95
1043135,7022077,0,95
1043135,7977270,0,95
1043135,1845639,0,94.8
1043135,8787048,0,94.8
1043135,2443314,0,94
1043135,2822998,0,93.8
1043135,4721484,0,93.8
1043135,7945768,0,93.5
1043135,1845642,0,93
1043135,2790617,0,93
1043135,3378235,0,93
1043135,5262285,0,93
1043135,1845645,0,92.5
1043135,3349026,0,92.5
1043135,5262290,0,92.5
1043135,7799676,0,92.5
1043135,1845644,0,92
1043135,5262282,0,92
1043135,8696959,0,92
1043135,1536028,0,91.7
1043135,4881710,0,91.7
1043135,650638,0,91.2
1043135,2664994,0,91
1043135,7022076,0,91
1043135,7770351,0,91
1043135,2514951,0,90
1043135,8224813,0,89
1043135,2664987,0,88
1043135,6097574,0,87.5
1043135,3581772,0,87
1043135,3374872,0,85
1043135,4541694,0,85
1043135,2790624,0,84
1043135,1845643,0,75
1043135,4994429,0,75
1043135,2664991,0,74
1043135,7022075,0,72
1043135,5751055,0,71.2
1043135,8787047,0,71
1043135,8787049,0,68.8
1043135,8632894,0,65
1043135,2443317,0,61.7
1043135,1845638,0,53.8
1043135,1845641,0,33
1043135,4708916,0,26.7
1043135,3378240,0,0
1122767,6727509,2,94
1122767,6851717,2,93.3
1122767,2859907,2,93
1122767,4102083,2,93
1122767,458261,2,93
1122767,6179210,2,93
1122767,4824677,2,92.5
1122767,4161416,2,92
1122767,668427,2,92
1122767,4161419,2,92
1122767,6179207,2,92
1122767,8039583,2,91.7
1122767,4461313,2,91.2
1122767,1901639,2,91
1122767,2358778,2,91
1122767,4461311,2,91
1122767,4824679,2,91
1122767,6179213,2,91
1122767,7863109,2,91
1122767,5877500,2,91
1122767,3467786,2,91
1122767,4550504,2,90
1122767,4784605,2,90
1122767,5285491,2,90
1122767,5796709,2,90
1122767,468959,2,90
1122767,5877496,2,90
1122767,8039590,2,90
1122767,884946,2,90
1122767,1575377,2,90
1122767,6391257,2,90
1122767,2859904,2,89
1122767,6739572,2,89
1122767,1951801,2,89
1122767,3407781,2,88
1122767,8068669,2,87
1122767,6851720,2,85
1122767,2019371,1,83.3
1122767,7177839,1,80
1122767,8146817,1,76
1122767,2019367,1,74
1122767,1660145,1,72.5
1122767,466849,1,70
1122767,8326514,1,68.3
1122767,6851716,1,67.5
1122767,4824681,1,67
1122767,4550505,1,66
1122767,6179209,1,65
1122767,5642904,1,65
1122767,6391253,1,64
